,VC_ID,VC_GIFT
0,438087394642,1.1134876191189094
1,446676725270,0.38635375278982215
2,326417712201,1.0858581510434009
3,438087393105,0.32740758390136265
4,412317283808,1.1134876191189094
5,446676636415,0.3710789495555051
6,412317223022,0.32740758390136265
7,283468165148,1.0858581510434009
8,326417696329,0.38158113628394463
9,360777315778,0.3710789495555051
10,472446733407,1.0858581510434009
11,412317239527,0.3710789495555051
12,326417548648,0.32740758390136265
13,446676728538,0.32740758390136265
14,326417695401,1.0858581510434009
15,472446542801,0.32740758390136265
16,412317190437,1.1134876191189094
17,326417729725,1.0529133424131718
18,326417532046,0.33470042542405054
19,472446594442,0.38158113628394463
20,472446697182,0.38635375278982215
21,412317256643,0.32740758390136265
22,472446566893,0.32740758390136265
23,386547101021,1.0858581510434009
24,412317343735,0.1700725875539786
25,472446682674,0.32740758390136265
26,317828306334,0.32740758390136265
27,283468160742,0.3710789495555051
28,446676712785,0.3710789495555051
29,412317270663,0.39364659431251003
30,472446705286,0.3783717910781929
31,446676721949,1.1134876191189094
32,472446572227,1.1134876191189094
33,317828306192,0.32740758390136265
34,326417715967,0.32740758390136265
35,283468161194,0.32740758390136265
36,326417577705,0.32740758390136265
37,412317170922,0.38158113628394463
38,472446621861,0.38635375278982215
39,446676747210,0.32740758390136265
40,472446485234,1.1134876191189094
41,472446484379,1.1134876191189094
42,446676650351,1.1134876191189094
43,438087434370,0.32740758390136265
44,412317330212,1.0858581510434009
45,317828308320,1.0858581510434009
46,317828208783,0.38158113628394463
47,412317165377,1.1134876191189094
48,472446510673,1.1134876191189094
49,446676618747,0.32740758390136265
50,472446506774,1.1134876191189094
51,326417571463,0.38158113628394463
52,360777293800,0.32740758390136265
53,446676670734,1.0858581510434009
54,472446498847,0.32740758390136265
55,472446725537,1.0858581510434009
56,412317193484,1.1134876191189094
57,360777314563,0.32740758390136265
58,472446642821,1.1722946897977717
59,472446460454,1.1093380504481039
60,412317251339,1.0858581510434009
61,360777330728,0.3710789495555051
62,412317307021,1.0858581510434009
63,412317370831,0.9602966159677836
64,317828309398,1.0858581510434009
65,317828182932,1.0858581510434009
66,446676716081,1.0858581510434009
67,446676738506,1.0858581510434009
68,472446492866,1.1134876191189094
69,438087359002,0.32740758390136265
70,412317330129,0.9602966159677836
71,283468053584,0.9602966159677836
72,472446738314,1.0858581510434009
73,386547063780,0.32740758390136265
74,472446728334,0.9602966159677836
75,326417727575,0.32740758390136265
76,446676778355,0.38158113628394463
77,412317179008,1.1134876191189094
78,386547087693,1.0858581510434009
79,317828329178,0.39364659431251003
80,283468030790,0.1700725875539786
81,283468036541,0.32740758390136265
82,446676796343,0.32740758390136265
83,446676625176,0.3710789495555051
84,283468159751,0.32740758390136265
85,446676726539,0.32740758390136265
86,360777274228,0.32740758390136265
87,360777256677,1.0858581510434009
88,317828216938,0.32740758390136265
89,412317310837,0.32740758390136265
90,472446661460,0.32740758390136265
91,446676671683,1.1134876191189094
92,317828229310,1.0858581510434009
93,438087376612,0.32740758390136265
94,326417561191,0.32740758390136265
95,360777308012,0.32740758390136265
96,360777265291,0.32740758390136265
97,446676766297,0.1700725875539786
98,360777270743,0.32740758390136265
99,472446576442,0.32740758390136265
100,283468049403,0.21374395320812103
101,360777316064,1.0858581510434009
102,472446562525,1.1093380504481039
103,326417708606,0.32740758390136265
104,438087400329,0.32740758390136265
105,446676742929,0.1700725875539786
106,283468189564,0.3710789495555051
107,326417526414,0.32740758390136265
108,412317200070,0.32740758390136265
109,412317216634,0.32740758390136265
110,438087396525,0.32740758390136265
111,472446528142,0.32740758390136265
112,472446539461,0.32740758390136265
113,317828329175,0.32740758390136265
114,360777298850,1.0858581510434009
115,317828192135,0.32740758390136265
116,472446731603,0.3710789495555051
117,472446675225,0.38158113628394463
118,326417541080,1.0817085823725952
119,317828206676,0.38635375278982215
120,386547060125,0.38635375278982215
121,360777317705,1.0858581510434009
122,438087335746,1.1134876191189094
123,472446665662,1.0805428104886803
124,386547081597,1.0858581510434009
125,283468164264,0.1700725875539786
126,412317373015,0.3710789495555051
127,446676776431,0.32740758390136265
128,472446555978,1.1134876191189094
129,472446640225,0.3710789495555051
130,317828216658,1.0858581510434009
131,412317200713,0.32740758390136265
132,472446467623,0.38158113628394463
133,472446695297,1.1134876191189094
134,472446632907,1.1134876191189094
135,446676742346,0.38635375278982215
136,472446587260,0.32740758390136265
137,446676772284,1.0817085823725952
138,412317180721,1.1134876191189094
139,446676778743,0.32740758390136265
140,446676800460,0.1700725875539786
141,317828322556,0.32740758390136265
142,386547083870,0.32740758390136265
143,438087337489,0.3710789495555051
144,446676770663,1.1134876191189094
145,412317295570,0.9602966159677836
146,412317235225,0.32740758390136265
147,472446468658,0.32740758390136265
148,472446603906,1.1134876191189094
149,472446635991,1.1134876191189094
150,438087446957,1.1134876191189094
151,360777274431,0.3710789495555051
152,446676771690,0.2242461399365607
153,360777280738,0.32740758390136265
154,446676803256,0.32740758390136265
155,412317291396,1.1134876191189094
156,438087371778,1.0858581510434009
157,360777318062,0.32740758390136265
158,446676652647,1.1134876191189094
159,360777263052,1.0858581510434009
160,412317280361,0.32740758390136265
161,446676601726,0.38635375278982215
162,446676628984,0.3710789495555051
163,386547063507,0.38158113628394463
164,472446641343,0.38635375278982215
165,472446523153,1.1134876191189094
166,412317230886,0.32740758390136265
167,412317277553,1.1134876191189094
168,472446542082,0.32740758390136265
169,446676688495,0.32740758390136265
170,472446595583,0.38158113628394463
171,412317240886,1.1134876191189094
172,386547057703,0.32740758390136265
173,412317306209,0.32740758390136265
174,317828217117,0.32740758390136265
175,472446672772,1.1134876191189094
176,472446671310,0.3710789495555051
177,412317385730,0.1700725875539786
178,446676779581,0.3710789495555051
179,472446568480,0.32740758390136265
180,472446616795,0.32740758390136265
181,412317229271,0.32740758390136265
182,472446562100,0.32740758390136265
183,446676606098,1.1134876191189094
184,472446659138,0.32740758390136265
185,412317275679,1.1134876191189094
186,446676775244,0.1700725875539786
187,472446565173,0.32740758390136265
188,326417588023,0.32740758390136265
189,472446714257,0.38635375278982215
190,472446437513,0.32740758390136265
191,412317257865,1.0858581510434009
192,446676615921,0.32740758390136265
193,446676759699,0.32740758390136265
194,472446730360,1.1134876191189094
195,360777269711,0.3710789495555051
196,283468043712,1.0858581510434009
197,326417720092,0.32740758390136265
198,446676618812,0.32740758390136265
199,412317173519,0.32740758390136265
200,317828181213,1.0858581510434009
201,412317204539,1.1134876191189094
202,472446568951,1.0805428104886803
203,472446498393,0.32740758390136265
204,438087421090,0.3710789495555051
205,283468166206,1.0529133424131718
206,446676703470,1.0858581510434009
207,472446612319,0.32740758390136265
